,date,prices,polarity
104,2022-03-05,39400.5859375,0.13117647058823528
105,2022-03-06,38419.984375,0.052142857142857144
106,2022-03-07,38062.0390625,0.0028888888888888927
107,2022-03-08,38737.26953125,0.0970212765957447
108,2022-03-09,41982.92578125,0.0810204081632653
109,2022-03-10,39437.4609375,0.08982142857142858
110,2022-03-11,38794.97265625,0.0612962962962963
111,2022-03-12,38904.01171875,0.11733333333333333
112,2022-03-13,37849.6640625,-0.01846153846153846
113,2022-03-14,39666.75390625,0.06717391304347826
114,2022-03-15,39338.78515625,0.056666666666666664
115,2022-03-16,41143.9296875,0.06555555555555556
116,2022-03-17,40951.37890625,0.0574
117,2022-03-18,41801.15625,0.054565217391304356
118,2022-03-19,42190.65234375,0.024285714285714282
119,2022-03-20,41247.82421875,0.16166666666666665
120,2022-03-21,41077.99609375,0.04557692307692308
121,2022-03-22,42358.80859375,0.0638
122,2022-03-23,42892.95703125,0.040196078431372545
123,2022-03-24,43960.93359375,0.08035087719298245
124,2022-03-25,44348.73046875,0.07403846153846154
125,2022-03-26,44500.828125,0.10294117647058823
126,2022-03-27,46820.4921875,0.06
127,2022-03-28,47128.00390625,0.09302325581395349
128,2022-03-29,47465.73046875,0.1078688524590164
129,2022-03-30,47062.6640625,0.11277777777777777
130,2022-03-31,45538.67578125,0.06634615384615385
131,2022-04-01,46281.64453125,0.06391304347826088
132,2022-04-02,45868.94921875,0.126
133,2022-04-03,46453.56640625,0.11823529411764705
134,2022-04-04,46622.67578125,0.02543478260869565
135,2022-04-05,45555.9921875,0.09148148148148147
136,2022-04-06,43206.73828125,0.053492063492063494
137,2022-04-07,43503.84765625,0.05171875
138,2022-04-08,42287.6640625,0.042800000000000005
139,2022-04-09,42782.13671875,0.0842857142857143
140,2022-04-10,42207.671875,0.13214285714285715
141,2022-04-11,39521.90234375,0.05549019607843137
142,2022-04-12,40127.18359375,0.01169811320754717
143,2022-04-13,41166.73046875,0.053076923076923084
144,2022-04-14,39935.515625,0.013220338983050847
145,2022-04-15,40553.46484375,0.02619047619047619
146,2022-04-16,40424.484375,0.13714285714285715
147,2022-04-17,39716.953125,0.04470588235294117
148,2022-04-18,40826.21484375,0.06148936170212766
149,2022-04-19,41502.75,0.06869565217391305
150,2022-04-20,41374.37890625,0.07127272727272727
151,2022-04-21,40527.36328125,0.07727272727272727
152,2022-04-22,39740.3203125,0.12075471698113208
153,2022-04-23,39486.73046875,0.17941176470588238
154,2022-04-24,39469.29296875,0.08833333333333332
155,2022-04-25,40458.30859375,0.09658536585365854
156,2022-04-26,38117.4609375,0.0849090909090909
157,2022-04-27,39241.12109375,0.1089795918367347
158,2022-04-28,39773.828125,0.12534482758620688
159,2022-04-29,38609.82421875,0.0696078431372549
160,2022-04-30,37714.875,0.08578947368421053
161,2022-05-01,38469.09375,0.15285714285714286
162,2022-05-02,38529.328125,0.10523809523809524
163,2022-05-03,37750.453125,0.080625
164,2022-05-04,39698.37109375,0.05490909090909091
165,2022-05-05,36575.140625,0.06849056603773584
166,2022-05-06,36040.921875,0.057446808510638304
167,2022-05-07,35501.953125,0.18076923076923077
168,2022-05-08,34059.265625,0.06999999999999999
169,2022-05-09,30296.953125,0.037200000000000004
170,2022-05-10,31022.90625,0.11052631578947368
171,2022-05-11,28936.35546875,0.05272727272727273
172,2022-05-12,29047.751953125,0.06791044776119402
173,2022-05-13,29283.103515625,0.08464285714285714
174,2022-05-14,30101.265625,0.07631578947368423
175,2022-05-15,31305.11328125,0.003999999999999999
176,2022-05-16,29862.91796875,0.058888888888888886
177,2022-05-17,30425.857421875,0.059782608695652176
178,2022-05-18,28720.271484375,0.06770491803278689
179,2022-05-19,30314.333984375,0.017272727272727273
180,2022-05-20,29200.740234375,0.05
181,2022-05-21,29432.2265625,0.05777777777777778
182,2022-05-22,30323.72265625,-0.0035294117647058855
183,2022-05-23,29098.91015625,0.0916
184,2022-05-24,29655.5859375,0.07290909090909091
185,2022-05-25,29562.361328125,0.11206349206349207
186,2022-05-26,29267.224609375,0.07057692307692308
187,2022-05-27,28627.57421875,0.05106382978723404
188,2022-05-28,28814.900390625,0.06181818181818182
189,2022-05-29,29445.95703125,0.10466666666666667
190,2022-05-30,31726.390625,0.046511627906976744
191,2022-05-31,31792.310546875,0.07139999999999999
192,2022-06-01,29799.080078125,0.09145454545454546
193,2022-06-02,30467.48828125,0.03697674418604651
194,2022-06-03,29704.390625,0.10065217391304347
195,2022-06-04,29832.9140625,0.050666666666666665
196,2022-06-05,29906.662109375,0.13266666666666665
197,2022-06-06,31370.671875,0.016122448979591836
198,2022-06-07,31155.478515625,0.03929824561403509
199,2022-06-08,30214.35546875,0.08839999999999999
200,2022-06-09,30111.998046875,0.0625
201,2022-06-10,29083.8046875,0.09327272727272727
202,2022-06-11,28360.810546875,0.1431818181818182
203,2022-06-12,26762.6484375,-0.05947368421052631
204,2022-06-13,22487.388671875,0.064375
205,2022-06-14,22206.79296875,0.05810344827586207
206,2022-06-15,22572.83984375,0.06810344827586207
207,2022-06-16,20381.650390625,0.06593750000000001
208,2022-06-17,20471.482421875,0.08896551724137931
209,2022-06-18,19017.642578125,0.10300000000000001
210,2022-06-19,20553.271484375,0.03937500000000001
211,2022-06-20,20599.537109375,0.026666666666666665
212,2022-06-21,20710.59765625,0.05245614035087719
213,2022-06-22,19987.029296875,0.03677966101694915
214,2022-06-23,21085.876953125,0.0475
215,2022-06-24,21231.65625,0.062
216,2022-06-25,21502.337890625,-0.05
217,2022-06-26,21027.294921875,0.11083333333333334
218,2022-06-27,20735.478515625,0.09384615384615384
219,2022-06-28,20280.634765625,0.06541666666666666
220,2022-06-29,20104.0234375,0.01892857142857143
221,2022-06-30,19784.7265625,0.03040816326530612
222,2022-07-01,19269.3671875,0.03945454545454545
223,2022-07-02,19242.255859375,0.03809523809523809
224,2022-07-03,19297.076171875,0.07333333333333333
225,2022-07-04,20231.26171875,0.1405
226,2022-07-05,20190.115234375,0.0174468085106383
227,2022-07-06,20548.24609375,0.0927450980392157
228,2022-07-07,21637.587890625,0.06457627118644067
229,2022-07-08,21731.1171875,0.031914893617021274
230,2022-07-09,21592.20703125,0.10833333333333334
231,2022-07-10,20860.44921875,0.010588235294117643
232,2022-07-11,19970.556640625,0.06978723404255319
233,2022-07-12,19323.9140625,0.020416666666666666
234,2022-07-13,20212.07421875,0.07354166666666667
235,2022-07-14,20569.919921875,0.0262
236,2022-07-15,20836.328125,0.0344
237,2022-07-16,21190.31640625,0.058095238095238096
238,2022-07-17,20779.34375,0.0012500000000000041
239,2022-07-18,22485.689453125,0.06341463414634146
240,2022-07-19,23389.43359375,0.10134615384615385
241,2022-07-20,23231.732421875,0.07716981132075472
242,2022-07-21,23164.62890625,0.06549019607843137
243,2022-07-22,22714.978515625,0.030652173913043482
244,2022-07-23,22465.478515625,0.08692307692307694
245,2022-07-24,22609.1640625,0.11299999999999999
246,2022-07-25,21361.701171875,0.05363636363636364
247,2022-07-26,21239.75390625,0.02137254901960784
248,2022-07-27,22930.548828125,0.07022727272727272
249,2022-07-28,23843.88671875,-0.0034042553191489353
250,2022-07-29,23804.6328125,0.055499999999999994
251,2022-07-30,23656.20703125,0.07250000000000001
252,2022-07-31,23336.896484375,0.14615384615384616
253,2022-08-01,23314.19921875,0.09023809523809524
254,2022-08-02,22978.1171875,0.0012962962962962982
255,2022-08-03,22846.5078125,0.007446808510638297
256,2022-08-04,22630.95703125,0.10727272727272727
257,2022-08-05,23289.314453125,0.12102564102564102
258,2022-08-06,22961.279296875,0.09200000000000001
259,2022-08-07,23175.890625,0.008571428571428572
260,2022-08-08,23809.486328125,0.07893617021276596
261,2022-08-09,23164.318359375,0.061509433962264146
262,2022-08-10,23947.642578125,0.04694444444444445
263,2022-08-11,23957.529296875,0.10170212765957447
264,2022-08-12,24402.818359375,0.04852941176470588
265,2022-08-13,24424.068359375,0.1425
266,2022-08-14,24319.333984375,0.061
267,2022-08-15,24136.97265625,0.03951219512195122
268,2022-08-16,23883.291015625,0.03487179487179488
269,2022-08-17,23335.998046875,0.01729166666666667
270,2022-08-18,23212.73828125,0.06972222222222223
271,2022-08-19,20877.552734375,-0.011315789473684211
272,2022-08-20,21166.060546875,0.05333333333333334
273,2022-08-21,21534.12109375,0.11875000000000001
274,2022-08-22,21398.908203125,0.0482608695652174
275,2022-08-23,21528.087890625,0.1315909090909091
276,2022-08-24,21395.01953125,0.10377777777777777
277,2022-08-25,21600.904296875,0.046744186046511635
278,2022-08-26,20260.01953125,0.0330952380952381
279,2022-08-27,20041.73828125,-0.07307692307692307
280,2022-08-28,19616.814453125,0.07733333333333332
281,2022-08-29,20297.994140625,0.03048780487804878
282,2022-08-30,19796.80859375,0.06195652173913044
283,2022-08-31,20049.763671875,0.1024
284,2022-09-01,20127.140625,0.04047619047619048
285,2022-09-02,19969.771484375,0.004102564102564103
286,2022-09-03,19832.087890625,0.016666666666666666
287,2022-09-04,19986.712890625,0.028571428571428574
288,2022-09-05,19812.37109375,0.09634146341463415
289,2022-09-06,18837.66796875,0.08160714285714286
290,2022-09-07,19290.32421875,0.057818181818181824
291,2022-09-08,19329.833984375,0.07298245614035088
292,2022-09-09,21381.15234375,0.0378
293,2022-09-10,21680.5390625,0.108125
294,2022-09-11,21769.255859375,0.1625
295,2022-09-12,22370.44921875,0.0626923076923077
296,2022-09-13,20296.70703125,0.05634920634920635
297,2022-09-14,20241.08984375,0.08952380952380953
298,2022-09-15,19701.2109375,0.08890909090909091
299,2022-09-16,19772.583984375,0.03833333333333334
300,2022-09-17,20127.576171875,0.15294117647058825
301,2022-09-18,19419.505859375,0.07125
302,2022-09-19,19544.12890625,0.03869565217391304
303,2022-09-20,18890.7890625,0.08345454545454545
304,2022-09-21,18547.400390625,0.03310344827586207
305,2022-09-22,19413.55078125,0.07729166666666666
306,2022-09-23,19297.638671875,0.05555555555555555
307,2022-09-24,18937.01171875,0.1652941176470588
308,2022-09-25,18802.09765625,0.0976470588235294
309,2022-09-26,19222.671875,-0.0002040816326530614
310,2022-09-27,19110.546875,0.035272727272727275
311,2022-09-28,19426.720703125,0.008867924528301884
312,2022-09-29,19573.05078125,0.04981818181818182
313,2022-09-30,19431.7890625,0.11326923076923076
314,2022-10-01,19312.095703125,0.009411764705882356
315,2022-10-02,19044.107421875,0.006000000000000005
316,2022-10-03,19623.580078125,0.007560975609756099
317,2022-10-04,20336.84375,0.056600000000000004
318,2022-10-05,20160.716796875,0.0797872340425532
319,2022-10-06,19955.443359375,0.06653061224489797
320,2022-10-07,19546.849609375,0.09093023255813953
321,2022-10-08,19416.568359375,0.10833333333333334
322,2022-10-09,19446.42578125,0.07
323,2022-10-10,19141.484375,0.09509803921568628
324,2022-10-11,19051.41796875,0.05236363636363636
325,2022-10-12,19157.4453125,0.06981132075471698
326,2022-10-13,19382.904296875,0.03981132075471698
327,2022-10-14,19185.65625,0.09639344262295081
328,2022-10-15,19067.634765625,0.18473684210526317
329,2022-10-16,19268.09375,0.16066666666666668
330,2022-10-17,19550.7578125,0.0956
331,2022-10-18,19334.416015625,0.053018867924528305
332,2022-10-19,19139.53515625,0.028305084745762713
333,2022-10-20,19053.740234375,0.06851063829787234
334,2022-10-21,19172.46875,0.06897435897435897
335,2022-10-22,19208.189453125,0.028947368421052628
336,2022-10-23,19567.0078125,0.0880952380952381
337,2022-10-24,19345.572265625,0.011785714285714287
338,2022-10-25,20095.857421875,0.04680000000000001
339,2022-10-26,20770.44140625,0.06346153846153847
340,2022-10-27,20285.8359375,0.0750943396226415
341,2022-10-28,20595.3515625,0.057173913043478256
342,2022-10-29,20818.4765625,0.09055555555555556
343,2022-10-30,20635.603515625,0.08928571428571429
344,2022-10-31,20495.7734375,0.052558139534883724
345,2022-11-01,20485.2734375,0.13108695652173913
346,2022-11-02,20159.50390625,0.09491228070175439
347,2022-11-03,20209.98828125,0.06962962962962964
348,2022-11-04,21147.23046875,0.058235294117647066
349,2022-11-05,21282.69140625,0.08684210526315789
350,2022-11-06,20926.486328125,0.17833333333333334
351,2022-11-07,20602.81640625,0.06692307692307692
352,2022-11-08,18541.271484375,0.03978260869565218
353,2022-11-09,15880.7802734375,0.024923076923076926
354,2022-11-10,17586.771484375,0.013225806451612905
355,2022-11-11,17034.29296875,0.03150943396226415
356,2022-11-12,16799.185546875,-0.0017647058823529404
357,2022-11-13,16353.365234375,0.17142857142857143
358,2022-11-14,16618.19921875,0.05461538461538462
359,2022-11-15,16884.61328125,0.043529411764705886
360,2022-11-16,16669.439453125,0.10245283018867923
361,2022-11-17,16687.517578125,0.05714285714285715
362,2022-11-18,16697.77734375,0.056363636363636366
363,2022-11-19,16711.546875,0.09166666666666667
364,2022-11-20,16291.83203125,0.04
365,2022-11-21,15787.2841796875,0.025098039215686273
366,2022-11-22,16189.76953125,0.03711864406779661
367,2022-11-23,16610.70703125,0.03692307692307692
368,2022-11-24,16604.46484375,0.07176470588235294
369,2022-11-25,16521.841796875,0.057111111111111106
370,2022-11-26,16464.28125,0.04333333333333333
371,2022-11-27,16444.626953125,0.04555555555555555
372,2022-11-28,16217.322265625,0.04072727272727273
373,2022-11-29,16444.982421875,0.06745454545454545
374,2022-11-30,17168.56640625,0.06894736842105263
375,2022-12-01,16967.1328125,0.05479166666666666
376,2022-12-02,17088.66015625,0.09634615384615385
377,2022-12-03,16908.236328125,0.125
378,2022-12-04,17130.486328125,0.0875
379,2022-12-05,16974.826171875,0.034509803921568626
380,2022-12-06,17089.50390625,0.06019607843137255
381,2022-12-07,16848.126953125,0.025625
382,2022-12-08,17233.474609375,0.04517857142857142
383,2022-12-09,17133.15234375,0.06977272727272726
384,2022-12-10,17128.724609375,0.0010526315789473708
385,2022-12-11,17104.193359375,-0.005
386,2022-12-12,17206.4375,0.01978260869565217
387,2022-12-13,17781.318359375,0.08199999999999999
388,2022-12-14,17815.650390625,0.06136363636363637
389,2022-12-15,17364.865234375,0.05261904761904762
390,2022-12-16,16647.484375,0.022448979591836737
391,2022-12-17,16795.091796875,0.06357142857142857
392,2022-12-18,16757.9765625,0.057692307692307696
393,2022-12-19,16439.6796875,0.019069767441860466
394,2022-12-20,16906.3046875,0.03625
395,2022-12-21,16817.53515625,0.0656
396,2022-12-22,16830.341796875,0.03465116279069767
397,2022-12-23,16796.953125,0.08263157894736843
398,2022-12-24,16847.755859375,0.08666666666666667
399,2022-12-25,16841.986328125,-0.06937499999999999
400,2022-12-26,16919.8046875,0.06515151515151515
401,2022-12-27,16717.173828125,0.04842105263157895
402,2022-12-28,16552.572265625,0.04365853658536586
403,2022-12-29,16642.341796875,0.012564102564102564
404,2022-12-30,16602.5859375,0.034499999999999996
405,2022-12-31,16547.49609375,0.03769230769230769
406,2023-01-01,16625.080078125,0.008333333333333337
407,2023-01-02,16688.470703125,0.0696551724137931
408,2023-01-03,16679.857421875,0.07951219512195122
409,2023-01-04,16863.23828125,0.07884615384615386
410,2023-01-05,16836.736328125,0.056511627906976745
411,2023-01-06,16951.96875,0.052884615384615384
412,2023-01-07,16955.078125,0.14400000000000002
413,2023-01-08,17091.14453125,0.14125
414,2023-01-09,17196.5546875,0.10434782608695652
415,2023-01-10,17446.29296875,0.07133333333333333
416,2023-01-11,17934.896484375,0.0656140350877193
417,2023-01-12,18869.587890625,0.08892857142857144
418,2023-01-13,19909.57421875,0.05907407407407407
419,2023-01-14,20976.298828125,0.03708333333333333
420,2023-01-15,20880.798828125,0.07421052631578946
421,2023-01-16,21169.6328125,0.15574468085106383
422,2023-01-17,21161.51953125,0.03319148936170213
423,2023-01-18,20688.78125,0.0655
424,2023-01-19,21086.79296875,0.06483870967741936
425,2023-01-20,22676.552734375,0.08019607843137255
426,2023-01-21,22777.625,0.10200000000000001
427,2023-01-22,22720.416015625,0.08933333333333333
428,2023-01-23,22934.431640625,0.050555555555555555
429,2023-01-24,22636.46875,0.1067241379310345
430,2023-01-25,23117.859375,0.025185185185185185
431,2023-01-26,23032.77734375,0.04631578947368421
432,2023-01-27,23078.728515625,0.026792452830188683
433,2023-01-28,23031.08984375,0.096
434,2023-01-29,23774.56640625,0.19230769230769232
435,2023-01-30,22840.138671875,0.07591836734693878
436,2023-01-31,23139.283203125,0.12931034482758622
437,2023-02-01,23723.76953125,0.10895833333333334
438,2023-02-02,23471.87109375,0.06403508771929825
439,2023-02-03,23449.322265625,0.1274468085106383
440,2023-02-04,23331.84765625,0.021363636363636362
441,2023-02-05,22955.666015625,0.05136363636363636
442,2023-02-06,22760.109375,0.09021276595744682
443,2023-02-07,23264.291015625,0.0770909090909091
444,2023-02-08,22939.3984375,0.08226415094339623
445,2023-02-09,21819.0390625,0.04112903225806452
446,2023-02-10,21651.18359375,0.06218181818181818
447,2023-02-11,21870.875,0.003888888888888886
448,2023-02-12,21788.203125,0.07052631578947369
449,2023-02-13,21808.1015625,0.0560377358490566
450,2023-02-14,22220.8046875,0.09833333333333334
451,2023-02-15,24307.841796875,0.09847457627118643
452,2023-02-16,23623.474609375,0.10529411764705883
453,2023-02-17,24565.6015625,0.08166666666666667
454,2023-02-18,24641.27734375,0.006666666666666666
455,2023-02-19,24327.642578125,0.053000000000000005
456,2023-02-20,24829.1484375,0.071
457,2023-02-21,24436.353515625,0.06557377049180328
458,2023-02-22,24188.84375,0.059298245614035086
459,2023-02-23,23947.4921875,0.028490566037735848
460,2023-02-24,23198.126953125,0.095625
461,2023-02-25,23175.375,0.1491304347826087
462,2023-02-26,23561.212890625,0.03944444444444444
463,2023-02-27,23522.87109375,0.08603773584905659
464,2023-02-28,23147.353515625,0.016229508196721313
465,2023-03-01,23646.55078125,0.06592592592592593
466,2023-03-02,23475.466796875,0.05758620689655172
467,2023-03-03,22362.6796875,0.02048780487804878
468,2023-03-04,22353.349609375,0.12333333333333334
469,2023-03-05,22435.513671875,0.012
470,2023-03-06,22429.7578125,0.037551020408163265
471,2023-03-07,22219.76953125,0.027454545454545454
472,2023-03-08,21718.080078125,0.0392
473,2023-03-09,20363.021484375,0.07979591836734694
474,2023-03-10,20187.244140625,0.06565217391304348
475,2023-03-11,20632.41015625,0.06206896551724138
476,2023-03-12,22163.94921875,0.08600000000000001
477,2023-03-13,24197.533203125,0.06418181818181817
478,2023-03-14,24746.07421875,0.03545454545454546
479,2023-03-15,24375.9609375,0.040999999999999995
480,2023-03-16,25052.7890625,0.06145833333333334
481,2023-03-17,27423.9296875,0.09888888888888889
482,2023-03-18,26965.87890625,0.14222222222222222
483,2023-03-19,28038.67578125,0.12200000000000001
484,2023-03-20,27767.236328125,0.10230769230769231
485,2023-03-21,28175.81640625,0.05865384615384616
486,2023-03-22,27307.4375,0.12269841269841271
487,2023-03-23,28333.97265625,0.09296296296296297
488,2023-03-24,27493.28515625,0.08555555555555555
489,2023-03-25,27494.70703125,0.03
490,2023-03-26,27994.330078125,0.12833333333333333
491,2023-03-27,27139.888671875,0.09346153846153847
492,2023-03-28,27268.130859375,0.0756896551724138
493,2023-03-29,28348.44140625,0.03183333333333334
494,2023-03-30,28033.5625,0.04387755102040816
495,2023-03-31,28478.484375,0.07714285714285715
496,2023-04-01,28411.03515625,0.09263157894736844
497,2023-04-02,28199.30859375,0.09857142857142857
498,2023-04-03,27790.220703125,0.058478260869565216
499,2023-04-04,28168.08984375,0.08322033898305085
500,2023-04-05,28177.984375,0.041428571428571426
501,2023-04-06,28044.140625,0.08803571428571429
502,2023-04-07,27925.859375,0.055945945945945944
503,2023-04-08,27947.794921875,0.03388888888888889
504,2023-04-09,28333.05078125,0.07083333333333333
505,2023-04-10,29652.98046875,0.08631578947368422
506,2023-04-11,30235.05859375,0.043018867924528296
507,2023-04-12,30139.052734375,0.07169811320754717
508,2023-04-13,30399.06640625,0.10574468085106382
509,2023-04-14,30485.69921875,0.09228070175438596
510,2023-04-15,30318.49609375,-0.0050000000000000044
511,2023-04-16,30315.35546875,0.1546153846153846
512,2023-04-17,29445.044921875,0.05387755102040816
513,2023-04-18,30397.552734375,0.06924242424242424
514,2023-04-19,28822.6796875,0.04207547169811321
515,2023-04-20,28245.98828125,0.1346153846153846
516,2023-04-21,27276.91015625,0.024857142857142855
517,2023-04-22,27817.5,0.062000000000000006
518,2023-04-23,27591.384765625,0.0038461538461538455
519,2023-04-24,27525.33984375,0.07046511627906976
520,2023-04-25,28307.59765625,0.043333333333333335
521,2023-04-26,28422.701171875,0.06714285714285714
522,2023-04-27,29473.787109375,0.015833333333333335
523,2023-04-28,29340.26171875,0.028
524,2023-04-29,29248.48828125,0.09307692307692307
525,2023-04-30,29268.806640625,0.020714285714285716
526,2023-05-01,28091.568359375,0.07954545454545454
527,2023-05-02,28680.537109375,0.00020000000000000177
528,2023-05-03,29006.30859375,0.008813559322033898
529,2023-05-04,28847.7109375,0.08148936170212766
530,2023-05-05,29534.384765625,0.011199999999999996
531,2023-05-06,28904.623046875,0.07157894736842106
532,2023-05-07,28454.978515625,0.02153846153846154
533,2023-05-08,27694.2734375,0.07686274509803921
534,2023-05-09,27658.775390625,0.08425925925925926
535,2023-05-10,27621.755859375,0.06272727272727273
536,2023-05-11,27000.7890625,0.07985074626865671
537,2023-05-12,26804.990234375,0.10196428571428572
538,2023-05-13,26784.078125,0.05500000000000001
539,2023-05-14,26930.638671875,0.123125
540,2023-05-15,27192.693359375,0.08499999999999999
541,2023-05-16,27036.650390625,0.06491803278688525
542,2023-05-17,27398.802734375,0.07841269841269842
543,2023-05-18,26832.208984375,0.05946428571428571
544,2023-05-19,26890.12890625,0.0446875
545,2023-05-20,27129.5859375,0.09821428571428571
546,2023-05-21,26753.826171875,0.05900000000000001
547,2023-05-22,26851.27734375,0.01734375
548,2023-05-23,27225.7265625,0.020172413793103448
549,2023-05-24,26334.818359375,0.07280701754385965
550,2023-05-25,26476.20703125,0.06986486486486486
551,2023-05-26,26719.291015625,0.05622641509433962
552,2023-05-27,26868.353515625,0.051500000000000004
553,2023-05-28,28085.646484375,0.05730769230769231
554,2023-05-29,27745.884765625,0.08274509803921568
555,2023-05-30,27702.349609375,0.06620689655172414
556,2023-05-31,27219.658203125,0.027941176470588237
557,2023-06-01,26819.97265625,0.07370967741935484
558,2023-06-02,27249.58984375,0.06610169491525425
559,2023-06-03,27075.12890625,0.042352941176470586
560,2023-06-04,27119.06640625,0.018000000000000002
561,2023-06-05,25760.09765625,0.04163636363636364
562,2023-06-06,27238.783203125,0.0676271186440678
563,2023-06-07,26345.998046875,0.09983050847457627
564,2023-06-08,26508.216796875,0.05954545454545455
565,2023-06-09,26480.375,0.04543859649122807
566,2023-06-10,25851.240234375,0.091
567,2023-06-11,25940.16796875,0.07055555555555555
568,2023-06-12,25902.5,0.08785714285714286
569,2023-06-13,25918.728515625,0.05616666666666667
570,2023-06-14,25124.67578125,0.049999999999999996
571,2023-06-15,25576.39453125,0.04634920634920635
572,2023-06-16,26327.462890625,0.014150943396226415
573,2023-06-17,26510.67578125,0.10111111111111111
574,2023-06-18,26336.212890625,0.19214285714285714
